user_id,brand,plan,age,country,num_contacts,num_transactions
user_12877,Android,STANDARD,19,PT,3,19
user_3851,Android,STANDARD,29,GB,7,128
user_18212,Android,STANDARD,37,MT,65,24
user_9275,Android,STANDARD,29,LV,48,440
user_8845,Apple,STANDARD,31,GB,32,58
user_19023,Android,STANDARD,36,PL,0,4
user_2792,Android,STANDARD,33,GB,0,2
user_448,Apple,PREMIUM,31,GB,34,9
user_3629,Android,STANDARD,34,IE,23,3
user_7167,Android,PREMIUM,38,IE,23,171
user_16532,Android,STANDARD,19,PL,4,10
user_15551,Android,STANDARD,37,RO,59,99
user_2269,Android,STANDARD,44,SI,27,23
user_15242,Android,STANDARD,61,PT,0,4
user_9847,Apple,STANDARD,26,IE,149,138
user_16479,Android,STANDARD,46,IE,0,28
user_19294,Android,STANDARD,28,RO,14,88
user_1574,Android,STANDARD,35,PL,6,27
user_5042,Android,STANDARD,32,GB,5,24
user_9392,Apple,STANDARD,36,SE,5,2
user_3376,Apple,STANDARD,37,GB,22,7
user_6139,Android,STANDARD,23,CZ,3,35
user_8109,Android,PREMIUM_OFFER,37,GB,0,63
user_4219,Apple,STANDARD,26,PL,0,12
user_11124,Apple,STANDARD,26,IT,0,2
user_5307,Android,STANDARD,28,IE,35,149
user_17353,Apple,PREMIUM,25,FR,4,65
user_8591,Apple,STANDARD,24,GB,3,157
user_19060,Android,STANDARD,38,GB,5,12
user_10362,Apple,STANDARD,31,DK,0,7
user_2329,Apple,STANDARD,22,GB,9,4
user_519,Apple,STANDARD,46,GB,8,6
user_3271,Apple,STANDARD,31,DK,37,47
user_14543,Apple,STANDARD,31,LT,65,10
user_551,Apple,STANDARD,33,GB,0,64
user_9731,Android,STANDARD,29,FR,10,37
user_8749,Android,STANDARD,48,GR,6,42
user_16016,Apple,STANDARD,36,PT,0,2
user_11506,Apple,METAL,43,PL,42,513
user_8857,Apple,STANDARD,43,PL,4,6
user_8245,Android,STANDARD,34,GP,0,9
user_16248,Android,STANDARD,50,GB,0,8
user_12065,Apple,STANDARD,29,DK,0,29
user_9285,Apple,STANDARD,59,GI,28,9
user_14998,Apple,STANDARD,53,GB,0,7
user_15249,Android,STANDARD,28,GB,8,69
user_6145,Apple,STANDARD,26,IE,91,93
user_15096,Android,STANDARD,27,FR,8,43
user_14862,Apple,STANDARD,34,RO,68,8
user_2745,Android,STANDARD,44,PL,29,9
user_11936,Apple,METAL,32,RO,80,276
user_16498,Android,STANDARD,23,IE,29,43
user_10359,Apple,STANDARD,37,PL,57,32
user_1625,Apple,STANDARD,48,GB,9,39
user_2173,Apple,STANDARD,46,GB,49,8
user_6351,Android,STANDARD,29,IE,16,9
user_1747,Apple,STANDARD,42,GB,14,5
user_16991,Android,STANDARD,32,PL,137,1
user_3176,Android,STANDARD,37,IE,54,72
user_3574,Apple,STANDARD,31,FR,15,2
user_11572,Android,STANDARD,25,PL,0,2
user_1314,Apple,STANDARD,29,GB,0,11
user_4049,Android,STANDARD,42,GB,0,29
user_15620,Android,STANDARD,28,PL,16,119
user_6018,Android,STANDARD,28,FR,0,22
user_2012,Android,STANDARD,72,DE,0,5
user_6799,Apple,STANDARD,53,CH,0,6
user_6133,Apple,PREMIUM,22,DE,0,34
user_6668,Apple,STANDARD,31,MT,262,1
user_17028,Apple,STANDARD,34,FR,3,2
user_11448,Apple,STANDARD,63,GB,5,9
user_6685,Apple,STANDARD,43,PT,32,43
user_5324,Android,STANDARD,35,ES,43,35
user_1551,Android,STANDARD,37,GB,10,1
user_16938,Apple,STANDARD,29,GB,0,90
user_13566,Android,STANDARD,40,PL,0,6
user_3243,Android,STANDARD,31,SI,5,16
user_6231,Apple,STANDARD,35,PL,0,87
user_6230,Apple,STANDARD,40,GB,5,1
user_17044,Apple,STANDARD,22,GB,0,217
user_16359,Apple,STANDARD,26,FR,39,6
user_17310,Apple,STANDARD,71,IE,6,10
user_5159,Apple,STANDARD,85,GB,4,3
user_2977,Android,STANDARD,39,PL,0,10
user_14063,Android,STANDARD,30,PL,10,3
user_18961,Android,STANDARD,22,FR,13,2
user_13872,Apple,STANDARD,32,GB,1,119
user_16802,Apple,STANDARD,54,CH,35,47
user_8597,Android,STANDARD,28,ES,11,10
user_8570,Android,STANDARD,45,PT,0,14
user_7980,Apple,STANDARD,77,DE,0,16
user_10404,Android,STANDARD,43,PL,6,55
user_4708,Android,STANDARD,39,ES,3,45
user_12203,Android,STANDARD,37,FR,0,30
user_7397,Android,STANDARD,33,ES,10,39
user_5614,Android,STANDARD,23,GB,0,58
user_2508,Android,STANDARD,32,GB,0,11
user_12572,Android,STANDARD,30,ES,0,8
user_18667,Apple,STANDARD,25,CZ,11,2
user_14053,Apple,METAL,66,CH,22,98
user_8631,Android,STANDARD,39,GB,4,24
user_7403,Android,STANDARD,43,PL,2,17
user_10173,Apple,STANDARD,36,CH,0,9
user_8466,Android,STANDARD,59,ES,4,2
user_9727,Apple,STANDARD,22,CZ,13,1
user_4185,Apple,STANDARD,24,GB,31,34
user_18039,Apple,STANDARD,40,RO,71,56
user_10946,Apple,STANDARD,22,FR,60,13
user_6650,Apple,STANDARD,55,GB,0,7
user_14868,Apple,STANDARD,44,GB,0,6
user_13254,Apple,STANDARD,47,FR,0,8
user_2790,Android,STANDARD,36,FR,27,21
user_17316,Apple,METAL,53,GB,0,31
user_762,Apple,PREMIUM,30,GB,25,267
user_17388,Android,STANDARD,33,MT,23,10
user_17323,Android,STANDARD,33,IE,0,2
user_7452,Android,METAL,40,GB,0,137
user_13143,Android,STANDARD,27,GB,26,11
user_4121,Apple,PREMIUM,46,CZ,10,37
user_16945,Android,STANDARD,31,LT,10,32
user_7387,Apple,STANDARD,27,IE,0,99
user_12262,Apple,STANDARD,23,PT,14,238
user_12549,Android,METAL,48,RO,128,460
user_11655,Android,STANDARD,33,ES,85,18
user_15666,Android,STANDARD,30,RO,50,5
user_4999,Android,STANDARD,34,IE,54,390
user_174,Android,STANDARD,35,RO,118,18
user_984,Apple,STANDARD,32,MT,47,1
user_4773,Apple,PREMIUM,36,GB,10,15
user_15032,Apple,STANDARD,30,RO,16,7
user_14894,Apple,STANDARD,21,GB,4,7
user_8334,Apple,STANDARD,40,GB,7,103
user_6582,Android,METAL,31,GB,23,217
user_9552,Android,STANDARD,22,IE,58,114
user_13711,Android,STANDARD,30,FR,0,22
user_15136,Android,STANDARD,26,IE,70,20
user_18902,Android,STANDARD,21,RO,15,194
user_5610,Apple,STANDARD,23,GB,17,113
user_18471,Apple,STANDARD,33,MT,335,32
user_352,Apple,STANDARD,29,GB,22,22
user_2606,Android,STANDARD,33,PL,0,64
user_11301,Apple,STANDARD,23,GB,11,20
user_18235,Apple,STANDARD,22,IT,0,6
user_5906,Apple,STANDARD,53,GB,19,6
user_19325,Apple,STANDARD,39,RO,37,175
user_107,Android,STANDARD,34,SE,24,33
user_2887,Android,STANDARD,22,LT,13,2
user_3813,Android,STANDARD,46,PL,0,12
user_7137,Android,STANDARD,46,FR,0,15
user_13351,Apple,STANDARD,20,GB,0,154
user_12544,Apple,STANDARD,23,FR,17,89
user_1380,Android,STANDARD,29,FR,0,3
user_13551,Android,STANDARD,25,RO,29,5
user_3185,Android,STANDARD,32,SE,0,17
user_12831,Apple,STANDARD,22,PL,19,69
user_12373,Android,STANDARD,35,MT,47,142
user_8403,Apple,STANDARD,42,GB,20,24
user_18418,Apple,STANDARD,33,FR,0,2
user_18679,Apple,STANDARD,41,GB,15,7
user_11910,Android,STANDARD,25,HU,43,30
user_6632,Apple,METAL,38,GB,135,80
user_1985,Android,STANDARD,42,FR,0,10
user_5227,Android,STANDARD,36,ES,19,28
user_8054,Apple,STANDARD,44,PL,0,4
user_14952,Apple,STANDARD,19,GB,46,381
user_12697,Android,STANDARD,32,RO,38,10
user_1669,Android,STANDARD,37,GB,4,39
user_6669,Apple,STANDARD,41,DK,0,2
user_12282,Android,STANDARD,22,MT,10,24
user_15835,Apple,STANDARD,29,GB,59,13
user_13367,Android,STANDARD,20,GB,40,69
user_9264,Android,STANDARD,20,FR,3,7
user_9780,Android,STANDARD,21,PL,7,25
user_15676,Android,STANDARD,41,MT,118,2
user_17182,Apple,STANDARD,45,RO,54,2
user_8301,Apple,STANDARD,23,FR,0,11
user_863,Android,STANDARD,38,PL,0,39
user_490,Apple,STANDARD,35,IE,11,51
user_13211,Apple,STANDARD,30,GB,11,133
user_18135,Android,STANDARD,28,GB,8,90
user_7688,Apple,STANDARD,29,GB,0,25
user_18754,Apple,STANDARD,58,IE,25,2
user_15020,Android,STANDARD,26,FR,7,2
user_2479,Apple,STANDARD,54,IE,23,3
user_11594,Android,PREMIUM,48,RO,58,8
user_16170,Android,STANDARD,23,LV,4,2
user_2340,Android,STANDARD,31,GB,29,5
user_18058,Android,STANDARD,47,RO,99,62
user_4556,Android,STANDARD,33,DE,1,34
user_7599,Apple,STANDARD,21,GB,2,39
user_947,Android,STANDARD,26,LT,14,83
user_14948,Apple,METAL,27,GB,29,49
user_10120,Apple,STANDARD,36,ES,0,32
user_16784,Android,STANDARD,35,MT,0,10
user_18070,Android,STANDARD,32,PL,9,3
user_7301,Apple,STANDARD,25,GB,9,8
user_6455,Apple,STANDARD,43,GB,0,1
user_7826,Apple,METAL,62,ES,4,21
user_1961,Android,METAL,45,HR,2,19
user_2281,Android,STANDARD,32,CH,0,2
user_825,Apple,STANDARD,46,GB,2,40
user_12608,Android,STANDARD,25,PT,69,4
user_953,Android,STANDARD,64,GB,0,35
user_5357,Android,STANDARD,27,GB,2,11
user_10526,Apple,STANDARD,27,GB,17,109
user_18922,Android,STANDARD,48,GB,16,12
user_15009,Apple,STANDARD,26,MT,109,14
user_12179,Apple,STANDARD,43,FR,10,75
user_9055,Apple,PREMIUM,61,GB,0,2
user_11509,Android,PREMIUM,41,GB,0,4
user_15674,Android,STANDARD,31,DE,3,4
user_9500,Android,STANDARD,27,EE,0,38
user_1400,Android,STANDARD,27,PL,0,10
user_18396,Android,STANDARD,31,GB,38,71
user_18987,Android,STANDARD,25,MT,27,10
user_15893,Apple,STANDARD,24,IE,65,52
user_7321,Apple,STANDARD,31,GB,4,5
user_5826,Android,STANDARD,31,DE,0,11
user_18875,Apple,STANDARD,19,MT,15,16
user_12274,Apple,STANDARD,54,GB,9,29
user_12775,Apple,STANDARD,30,BG,49,78
user_2074,Apple,STANDARD,31,GB,28,38
user_6385,Apple,STANDARD,42,GB,48,3
user_1118,Apple,STANDARD,25,CH,2,12
user_16365,Apple,STANDARD,40,GB,0,3
user_7064,Apple,STANDARD,20,GB,0,2
user_18840,Apple,STANDARD,21,FR,9,60
user_8042,Apple,STANDARD,27,IE,40,104
user_4898,Android,STANDARD,50,GR,0,5
user_6170,Android,STANDARD,23,GB,3,20
user_759,Apple,METAL,26,MT,78,41
user_11069,Apple,STANDARD,31,GB,0,4
user_11864,Apple,STANDARD,53,GB,0,4
user_4306,Apple,STANDARD,28,GB,20,118
user_14427,Apple,STANDARD,40,GB,2,7
user_5271,Android,PREMIUM,61,GB,0,48
user_3557,Android,STANDARD,31,GB,32,19
user_7490,Apple,STANDARD,45,GB,0,7
user_2643,Apple,STANDARD,41,FR,0,2
user_3949,Apple,STANDARD,46,IE,0,45
user_1805,Apple,PREMIUM,32,GB,107,168
user_4093,Apple,STANDARD,72,FR,0,1
user_16271,Apple,STANDARD,34,GB,9,32
user_12926,Android,PREMIUM,41,GB,13,4
user_6176,Android,STANDARD,57,GB,2,15
user_16319,Apple,STANDARD,33,MT,385,54
user_1194,Android,STANDARD,26,GB,10,20
user_19372,Android,STANDARD,31,FR,0,2
user_13366,Android,STANDARD,32,FR,9,10
user_7836,Apple,METAL,43,GB,10,34
user_5794,Apple,STANDARD,26,GB,1,58
user_6872,Android,STANDARD,24,PL,6,50
user_398,Android,STANDARD,34,CY,75,49
user_12479,Android,STANDARD,26,IT,5,4
user_4032,Apple,STANDARD,25,PL,17,31
user_5801,Android,PREMIUM,42,GB,8,16
user_15439,Apple,STANDARD,45,GB,0,51
user_17208,Apple,STANDARD,31,IE,42,286
user_215,Android,STANDARD,46,GB,31,255
user_122,Apple,STANDARD,32,GB,23,49
user_4111,Apple,STANDARD,24,GB,0,4
user_13688,Android,STANDARD,33,FR,6,47
user_15051,Android,STANDARD,25,RO,48,30
user_1186,Apple,STANDARD,43,CH,9,39
user_10376,Android,STANDARD,25,GB,5,17
user_18082,Apple,STANDARD,29,PT,15,6
user_13946,Apple,STANDARD,35,ES,23,2
user_6466,Android,STANDARD,38,PL,27,12
user_19270,Android,STANDARD,24,LV,11,14
user_18403,Android,STANDARD,25,IE,28,8
user_8308,Apple,METAL,37,LV,71,471
user_3786,Android,STANDARD,41,AT,1,1
user_9864,Apple,STANDARD,38,DE,0,1
user_1798,Android,STANDARD,37,PL,18,3
user_8224,Apple,STANDARD,31,RO,42,40
user_11427,Apple,STANDARD,25,GB,0,5
user_35,Apple,STANDARD,38,LT,57,9
user_8239,Android,STANDARD,28,GB,4,18
user_9105,Android,STANDARD,27,ES,34,18
user_3525,Apple,STANDARD,22,FR,0,18
user_12299,Android,STANDARD,26,MT,48,20
user_2310,Android,STANDARD,35,FR,7,30
user_18078,Android,STANDARD,33,GB,0,10
user_3560,Apple,STANDARD,29,DE,0,28
user_11312,Android,STANDARD,55,GB,6,7
user_17904,Android,STANDARD,57,FR,4,28
user_15509,Apple,STANDARD,29,PL,0,25
user_16906,Android,STANDARD,22,ES,9,48
user_15028,Android,STANDARD,29,CZ,0,6
user_534,Apple,STANDARD,46,IE,0,216
user_3262,Android,STANDARD,34,GB,6,17
user_17903,Android,STANDARD,25,IE,18,28
user_6228,Android,STANDARD,31,RO,34,123
user_15571,Android,STANDARD,28,GB,44,10
user_17988,Apple,STANDARD,42,IE,20,4
user_1618,Apple,STANDARD,31,IT,26,7
user_18373,Apple,STANDARD,26,IE,82,8
user_5338,Android,STANDARD,28,GB,1,17
user_18542,Android,STANDARD,34,RO,10,37
user_7578,Android,STANDARD,23,SI,5,11
user_16838,Android,STANDARD,31,PL,0,44
user_16272,Android,STANDARD,26,CY,35,12
user_14619,Android,STANDARD,39,RO,0,13
user_1717,Apple,STANDARD,38,DE,4,7
user_1491,Apple,STANDARD,27,GB,13,25
user_9934,Apple,STANDARD,39,ES,0,17
user_12337,Apple,STANDARD,30,GB,17,15
user_17354,Apple,STANDARD,31,GB,7,95
user_4997,Android,PREMIUM,49,GB,0,3
user_1573,Android,STANDARD,38,IT,3,1
user_17174,Apple,STANDARD,51,RO,39,1
user_3589,Apple,STANDARD,31,PL,24,2
user_4867,Android,METAL,33,FR,9,54
user_10274,Android,STANDARD,56,PL,20,13
user_16916,Android,STANDARD,42,ES,0,18
user_15511,Android,STANDARD,35,PL,17,60
user_9651,Apple,STANDARD,59,GB,25,123
user_8771,Android,STANDARD,28,FR,0,42
user_16202,Android,STANDARD,20,GB,0,1
user_18002,Apple,STANDARD,29,BE,48,18
user_2571,Android,STANDARD,33,PL,12,57
user_12335,Apple,STANDARD,54,GB,0,14
user_18480,Android,STANDARD,21,RO,47,5
user_4946,Android,STANDARD,44,LT,9,32
user_15618,Apple,STANDARD,31,PL,32,81
user_6966,Android,STANDARD,33,RO,40,146
user_12788,Android,STANDARD,26,CH,55,28
user_7869,Apple,PREMIUM,56,FR,15,13
user_4869,Apple,STANDARD,22,GB,6,32
user_13929,Android,STANDARD,48,BG,18,8
user_16125,Android,PREMIUM,20,IE,47,4
user_16446,Android,STANDARD,33,PT,8,7
user_4737,Apple,STANDARD,59,GB,0,1
user_4038,Android,STANDARD,22,FR,0,14
user_4070,Apple,PREMIUM,20,FR,0,5
user_9087,Apple,STANDARD,26,GB,32,30
user_1245,Apple,STANDARD,54,GB,0,85
user_6598,Apple,STANDARD,33,NO,14,39
user_10801,Apple,STANDARD,66,IE,157,20
user_15388,Android,STANDARD,24,FR,17,49
user_14914,Android,STANDARD,52,PL,9,17
user_7931,Apple,STANDARD,31,GB,3,5
user_5104,Apple,STANDARD,31,LT,29,1
user_9607,Android,STANDARD,42,FR,0,13
user_15851,Android,STANDARD,36,GR,7,5
user_17069,Apple,STANDARD,29,GB,0,55
user_12287,Apple,STANDARD,32,LT,11,1
user_16525,Apple,STANDARD,45,CZ,15,32
user_2237,Android,METAL,26,FR,0,149
user_7985,Android,STANDARD,31,PL,80,6
user_6196,Apple,STANDARD,60,GB,1,5
user_16611,Apple,STANDARD,38,GB,0,7
user_15773,Android,STANDARD,26,IE,30,14
user_7915,Android,STANDARD,26,CH,64,89
user_15825,Apple,METAL,44,CH,109,75
user_16941,Apple,STANDARD,36,IE,44,18
user_8684,Android,STANDARD,35,PL,7,4
user_6895,Android,STANDARD,30,LT,61,31
user_11365,Apple,STANDARD,31,MT,549,18
user_3296,Apple,METAL,29,PT,267,544
user_15845,Apple,STANDARD,33,GB,98,190
user_12646,Apple,STANDARD,28,GB,102,43
user_6248,Android,STANDARD,37,FR,3,1
user_4557,Apple,STANDARD,50,IE,25,66
user_9231,Apple,PREMIUM,35,CH,8,6
user_3032,Android,STANDARD,53,FR,1,6
user_12838,Apple,STANDARD,57,FR,18,49
user_12284,Android,STANDARD,33,PT,64,28
user_8647,Android,STANDARD,28,IE,50,30
user_11819,Android,STANDARD,24,PL,0,2
user_13615,Android,STANDARD,40,CH,0,12
user_8611,Apple,STANDARD,25,PL,0,22
user_11755,Android,STANDARD,28,PL,0,1
user_1149,Apple,STANDARD,26,FR,24,24
user_6173,Android,STANDARD,41,GB,4,31
user_7703,Android,STANDARD,30,FR,7,1
user_14330,Android,STANDARD,42,FR,0,6
user_1839,Apple,STANDARD,39,PL,97,11
user_17440,Apple,STANDARD,26,CH,25,23
user_9700,Apple,STANDARD,37,GR,7,35
user_17418,Android,STANDARD,29,RO,0,21
user_15868,Android,STANDARD,34,PL,19,5
user_16411,Apple,METAL_FREE,33,RO,74,74
user_6991,Apple,STANDARD,31,GB,5,40
user_11300,Apple,STANDARD,20,GB,11,98
user_8753,Android,STANDARD,23,FR,11,66
user_8038,Apple,STANDARD,22,LT,12,7
user_2186,Android,STANDARD,68,GI,98,1
user_8852,Android,STANDARD,45,GB,0,3
user_14127,Apple,STANDARD,30,GB,0,2
user_7958,Apple,STANDARD,43,FR,2,1
user_19052,Android,STANDARD,27,IE,69,39
user_16499,Apple,STANDARD,34,GB,11,159
user_10465,Android,STANDARD,31,RO,23,116
user_9492,Android,STANDARD,31,GB,16,111
user_8884,Android,STANDARD,48,GB,20,19
user_395,Android,STANDARD,21,MT,26,88
user_9096,Apple,STANDARD,57,GB,20,11
user_9639,Apple,STANDARD,62,PL,9,9
user_14480,Android,PREMIUM,24,GB,8,90
user_12215,Android,STANDARD,61,GB,10,29
user_7992,Apple,STANDARD,37,LT,0,2
user_8575,Android,PREMIUM,26,GB,0,6
user_14311,Android,STANDARD,40,GR,3,24
user_5947,Android,STANDARD,30,PT,24,23
user_8336,Apple,METAL,28,PL,23,229
user_6770,Android,STANDARD,22,PL,4,10
user_3905,Apple,STANDARD,36,DE,2,9
user_4142,Apple,STANDARD,25,LT,25,60
user_4871,Android,STANDARD,35,FR,1,30
user_11115,Android,STANDARD,67,CH,3,1
user_14878,Android,STANDARD,23,PL,2,4
user_1119,Apple,STANDARD,29,GB,0,31
user_251,Android,STANDARD,57,RO,3,8
user_7133,Apple,STANDARD,28,GB,0,3
user_4686,Apple,STANDARD,32,CH,3,5
user_11376,Apple,PREMIUM,45,CH,16,16
user_11818,Android,STANDARD,20,GB,0,144
user_3142,Apple,STANDARD,34,GB,0,16
user_9709,Android,STANDARD,38,IE,11,108
user_19070,Android,STANDARD,31,RO,11,4
user_17047,Apple,METAL,34,FR,0,52
user_9621,Android,STANDARD,20,LT,10,84
user_9644,Apple,STANDARD,28,SE,14,5
user_286,Android,STANDARD,27,FR,0,2
user_1534,Android,STANDARD,28,IE,86,81
user_12835,Apple,STANDARD,37,LT,77,2
user_15602,Android,STANDARD,26,GB,2,57
user_4487,Android,STANDARD,27,GB,3,11
user_7577,Apple,STANDARD,27,GB,0,2
user_6002,Apple,PREMIUM,33,PL,18,3
user_8528,Apple,STANDARD,22,IE,159,1
user_9519,Android,STANDARD,21,GB,0,61
user_4549,Android,STANDARD,39,GB,22,4
user_5915,Android,STANDARD,25,SK,0,63
user_15275,Android,STANDARD,23,GB,5,26
user_14758,Apple,STANDARD,20,IE,36,24
user_15501,Android,STANDARD,37,SK,19,80
user_2477,Apple,STANDARD,51,GB,0,13
user_15979,Apple,PREMIUM,37,FR,11,84
user_18674,Apple,STANDARD,28,PL,28,3
user_18447,Apple,STANDARD,39,IS,4,2
user_10581,Apple,STANDARD,37,GB,0,7
user_8254,Apple,PREMIUM,36,FR,66,97
user_1741,Android,STANDARD,23,NL,0,1
user_15624,Android,STANDARD,28,PL,0,2
user_15280,Apple,STANDARD,28,IE,31,66
user_5616,Apple,STANDARD,20,IE,21,1
user_7669,Apple,STANDARD,36,RO,58,144
user_9946,Android,STANDARD,25,GB,14,40
user_9435,Android,STANDARD,29,ES,3,63
user_13098,Apple,STANDARD,20,PL,0,3
user_11833,Android,METAL,23,NO,5,54
user_12517,Apple,STANDARD,30,PT,43,26
user_19195,Android,STANDARD,50,SE,0,17
user_16000,Android,STANDARD,22,LT,27,48
user_6271,Android,STANDARD,31,FR,3,23
user_2614,Apple,STANDARD,32,CH,23,10
user_6689,Android,STANDARD,26,LT,32,26
user_9763,Android,STANDARD,39,PL,0,14
user_7171,Apple,STANDARD,24,GB,45,56
user_19059,Android,STANDARD,41,PL,8,3
user_3610,Apple,STANDARD,31,LT,2918,52
user_1342,Apple,STANDARD,47,GB,0,12
user_14151,Android,STANDARD,31,GB,0,4
user_3801,Android,STANDARD,50,IE,7,64
user_18130,Android,STANDARD,51,LV,89,8
user_3826,Apple,STANDARD,30,CH,0,4
user_14466,Apple,STANDARD,41,MT,0,26
user_4728,Apple,PREMIUM,26,GB,0,13
user_5653,Apple,METAL,36,CH,23,130
user_3117,Android,STANDARD,26,GB,17,20
user_5941,Apple,STANDARD,39,GB,0,17
user_18080,Apple,METAL,45,GB,1,97
user_19048,Android,STANDARD,30,PL,9,2
user_14708,Apple,METAL,35,GP,0,50
user_47,Android,STANDARD,49,GB,32,63
user_16458,Android,STANDARD,30,GB,0,93
user_6484,Android,STANDARD,57,GB,7,16
user_13909,Android,PREMIUM,42,GB,6,147
user_1666,Android,PREMIUM,57,CY,0,6
user_16931,Apple,STANDARD,35,IE,45,6
user_9739,Apple,METAL,41,GB,16,337
user_16712,Apple,STANDARD,54,PL,6,39
user_18700,Android,STANDARD,46,ES,1,10
user_4106,Android,STANDARD,29,LT,15,13
user_17412,Apple,STANDARD,54,LT,205,30
user_6344,Apple,STANDARD,30,NO,19,16
user_18933,Android,STANDARD,33,GB,0,13
user_6717,Apple,PREMIUM,26,GB,4,286
user_15703,Apple,STANDARD,40,PL,89,12
user_9673,Apple,STANDARD,25,FR,10,12
user_5065,Apple,STANDARD,30,SE,8,21
user_19334,Apple,STANDARD,29,GB,42,8
user_169,Android,STANDARD,35,DK,0,1
user_10211,Android,STANDARD,21,PL,4,18
user_18339,Android,STANDARD,21,PL,0,2
user_13422,Android,STANDARD,48,PL,39,45
user_19253,Android,STANDARD,34,IE,36,194
user_16890,Android,STANDARD,28,IE,0,94
user_18525,Apple,STANDARD,43,FR,0,2
user_5749,Apple,STANDARD,61,GB,5,34
user_2908,Apple,STANDARD,28,GB,67,20
user_14025,Apple,STANDARD,28,GB,23,7
user_13556,Android,STANDARD,37,RO,0,20
user_4722,Android,STANDARD,27,GB,6,60
user_7466,Apple,STANDARD,43,PT,117,2
user_7557,Android,STANDARD,40,GB,8,1
user_15982,Android,STANDARD,30,FR,0,1
user_10649,Android,STANDARD,32,MT,80,6
user_13234,Apple,METAL,38,CH,34,70
user_16218,Apple,STANDARD,22,LV,10,54
user_10809,Android,METAL,46,DE,2,107
user_12556,Android,STANDARD,34,PL,0,12
user_11058,Android,STANDARD,31,PL,13,8
user_9717,Android,STANDARD,29,FR,9,43
user_16380,Android,STANDARD,35,ES,0,28
user_12099,Apple,STANDARD,29,RO,61,59
user_2739,Apple,STANDARD,30,PL,10,19
user_10302,Apple,STANDARD,38,AT,19,8
user_14923,Android,STANDARD,38,PT,39,2
user_11849,Android,STANDARD,49,GB,10,356
user_10462,Apple,STANDARD,44,GB,1,63
user_5122,Android,METAL,24,IT,5,38
user_14999,Android,STANDARD,28,IE,47,14
user_10604,Android,STANDARD,34,GB,46,16
user_4025,Apple,STANDARD,24,GB,3,26
user_18146,Android,STANDARD,22,GR,6,5
user_4607,Apple,STANDARD,23,GB,11,10
user_11335,Apple,METAL,47,GB,23,2
user_15137,Apple,STANDARD,26,IE,44,24
user_8429,Apple,STANDARD,30,BE,5,54
user_2192,Android,STANDARD,47,FR,3,6
user_17661,Apple,METAL,50,MT,357,103
user_13866,Apple,STANDARD,30,IE,135,110
user_888,Apple,STANDARD,29,PL,15,4
user_13221,Apple,STANDARD,47,GB,0,7
user_18181,Apple,STANDARD,26,JE,41,19
user_5676,Android,STANDARD,35,GB,2,6
user_14117,Apple,STANDARD,40,RO,53,19
user_6802,Android,STANDARD,41,RO,0,2
user_11762,Apple,STANDARD,23,PL,0,21
user_11609,Apple,STANDARD,31,GB,0,42
user_13036,Android,STANDARD,33,ES,0,10
user_1590,Android,STANDARD,25,FR,5,3
user_18342,Android,STANDARD,33,PL,8,111
user_18007,Android,METAL,53,LT,17,80
user_15622,Apple,STANDARD,71,PL,22,6
user_12447,Android,STANDARD,24,MT,61,17
user_4845,Android,STANDARD,44,RO,19,9
user_7320,Android,STANDARD,42,GB,0,1
user_4336,Apple,STANDARD,49,MT,0,3
user_4259,Android,STANDARD,41,IE,14,10
user_11048,Android,PREMIUM,28,LV,31,50
user_3496,Android,STANDARD,27,LT,8,83
user_17356,Apple,STANDARD,34,PT,0,24
user_18297,Apple,STANDARD,67,IT,4,6
user_4124,Apple,STANDARD,46,PL,13,2
user_11935,Apple,STANDARD,39,GB,0,32
user_14285,Android,PREMIUM,28,GB,5,4
user_11589,Android,PREMIUM,47,IT,0,26
user_1970,Android,STANDARD,37,LT,39,4
user_494,Apple,STANDARD,31,GB,0,42
user_9142,Android,STANDARD,29,LT,21,51
user_7854,Android,STANDARD,40,FR,0,9
user_4610,Apple,STANDARD,34,GB,12,1
user_18020,Android,STANDARD,29,GB,36,13
user_10891,Android,STANDARD,60,FR,5,70
user_2160,Apple,STANDARD,44,DE,4,29
user_12797,Apple,STANDARD,44,GB,23,25
user_6600,Android,METAL,30,GB,1,529
user_6333,Android,STANDARD,29,GB,0,4
user_14955,Apple,STANDARD,30,GB,0,37
user_15733,Apple,STANDARD,33,IE,30,26
user_157,Apple,METAL,29,CZ,23,455
user_4082,Apple,METAL,41,IE,5,62
user_4372,Apple,STANDARD,26,NL,8,313
user_4385,Android,STANDARD,30,ES,16,3
user_3026,Android,STANDARD,51,ES,0,8
user_776,Apple,PREMIUM,29,GB,16,185
user_18183,Apple,STANDARD,29,PL,3,38
user_4919,Android,PREMIUM,22,FR,0,62
user_14496,Apple,STANDARD,21,GB,12,114
user_15401,Android,STANDARD,29,PL,0,26
user_17452,Android,STANDARD,26,PL,2,8
user_5983,Android,STANDARD,25,GB,7,101
user_6712,Apple,PREMIUM,28,DK,0,27
user_11824,Android,STANDARD,20,LT,5,116
user_4003,Android,STANDARD,24,IE,43,1
user_8675,Apple,STANDARD,22,GB,1,4
user_17882,Android,STANDARD,41,MT,13,2
user_7895,Apple,STANDARD,25,IE,19,28
user_743,Android,STANDARD,30,PL,32,18
user_5949,Android,METAL_FREE,32,CZ,30,67
user_3471,Apple,STANDARD,32,MT,70,13
user_15459,Android,PREMIUM,28,GB,20,12
